temperature,humidity,visibility,wind_speed,hour,weather_condition,risk_level
10.66,90.3,9.33,20.19,0,Thunderstorm,High
3.71,71.0,13.03,31.83,2,Clear,Medium
9.62,95.8,5.5,4.02,11,Cloudy,Low
20.43,66.7,3.6,16.02,11,Cloudy,Medium
-3.79,84.4,10.08,31.82,14,Cloudy,Low
22.65,72.7,11.51,6.84,4,Cloudy,Low
8.53,55.1,9.86,6.29,2,Cloudy,Medium
28.77,68.3,11.02,14.12,6,Clear,Low
-13.73,74.1,10.58,19.46,1,Clear,Medium
5.56,64.4,4.56,17.92,1,Rain,High
-5.24,72.4,9.84,8.77,15,Rain,Medium
5.09,80.6,12.95,4.78,7,Rain,Medium
17.97,64.6,9.52,23.85,3,Thunderstorm,Medium
12.85,12.0,5.07,5.03,3,Clear,Low
11.96,95.2,8.0,5.25,19,Cloudy,Medium
13.09,59.6,10.67,1.08,16,Cloudy,Low
17.44,50.2,14.39,6.81,1,Clear,Low
2.9,44.8,3.13,25.43,15,Fog,Medium
23.48,58.9,10.08,1.3,14,Clear,Low
22.95,54.9,6.2,25.7,15,Cloudy,Low
19.62,51.7,10.52,23.76,18,Clear,Low
21.68,52.7,10.76,14.03,16,Cloudy,Low
18.56,74.5,8.3,10.94,17,Heavy Rain,High
39.42,100.0,10.89,1.34,2,Rain,High
13.95,79.8,12.42,6.3,22,Rain,Low
11.32,85.2,8.51,27.58,5,Clear,Low
5.96,58.2,4.99,6.88,18,Clear,Medium
2.61,66.9,13.28,5.04,17,Rain,Medium
0.07,72.7,11.49,13.69,11,Clear,Low
4.33,53.1,10.69,0.69,11,Cloudy,Low
14.15,57.3,6.93,11.78,21,Snow,Low
19.01,80.4,11.96,4.81,15,Cloudy,Low
15.61,84.6,15.0,36.19,6,Cloudy,Medium
5.81,66.2,8.64,3.74,1,Thunderstorm,High
25.8,43.5,9.28,29.37,3,Fog,High
23.87,59.7,5.8,1.74,9,Clear,Low
13.08,39.1,6.84,14.36,15,Snow,Medium
7.17,66.4,5.78,16.5,10,Cloudy,Low
21.58,69.6,9.39,13.28,18,Heavy Rain,Medium
17.26,60.1,7.98,12.72,16,Cloudy,Medium
-2.38,69.4,10.12,19.75,17,Thunderstorm,High
14.18,72.5,6.32,15.76,21,Heavy Rain,Medium
18.14,69.6,8.5,10.44,1,Cloudy,Medium
4.2,43.4,6.14,5.93,13,Cloudy,Low
17.28,60.4,9.56,10.51,8,Clear,Low
-2.46,72.4,4.1,10.4,18,Clear,High
31.03,93.4,9.45,10.22,19,Cloudy,Medium
29.98,60.1,8.16,12.69,15,Cloudy,Low
11.97,74.9,9.54,0.68,17,Rain,Medium
19.36,80.8,4.04,2.75,21,Rain,Medium
-13.92,61.5,10.96,19.49,13,Clear,Low
1.12,85.7,8.1,8.25,19,Clear,Medium
11.47,86.6,9.65,22.77,2,Clear,Medium
2.13,89.8,3.39,6.97,5,Cloudy,Low
23.57,73.3,5.27,27.03,21,Cloudy,Low
38.97,100.0,7.83,23.04,5,Clear,Low
0.88,53.9,13.13,9.05,0,Clear,Medium
4.95,100.0,10.58,9.99,21,Clear,Low
17.83,78.8,9.39,26.34,8,Cloudy,Medium
34.33,89.1,6.23,23.46,14,Thunderstorm,Medium
0.33,59.2,5.68,20.75,18,Fog,High
17.99,80.2,9.83,22.3,10,Cloudy,Low
36.86,90.7,11.1,2.21,0,Cloudy,Low
-4.82,45.4,9.63,13.85,16,Cloudy,High
-0.37,62.1,14.13,5.07,15,Cloudy,Medium
9.92,26.5,6.95,1.98,6,Snow,High
8.75,61.8,9.54,13.47,15,Clear,Low
24.75,50.3,3.92,8.28,19,Cloudy,Medium
17.9,61.1,9.63,10.5,23,Fog,Medium
-6.3,100.0,13.41,7.5,12,Cloudy,Low
21.18,95.9,5.88,0.71,1,Cloudy,High
8.07,39.1,11.53,27.27,20,Snow,Medium
30.29,75.0,13.32,13.4,10,Cloudy,Low
7.47,79.4,6.93,0.98,15,Thunderstorm,Medium
7.36,58.9,10.4,13.64,21,Clear,Low
21.49,68.2,13.74,25.69,6,Rain,Medium
24.16,70.0,9.69,20.63,0,Clear,Low
20.38,40.8,11.36,7.33,23,Cloudy,Medium
-5.23,46.4,3.68,7.55,3,Clear,Medium
21.46,68.1,10.79,3.39,9,Rain,Low
2.59,66.8,10.55,5.32,18,Rain,High
17.82,52.2,5.02,6.05,18,Cloudy,Low
-2.08,50.7,6.11,1.21,3,Fog,High
20.36,63.4,10.81,8.0,6,Fog,Medium
5.32,81.0,8.09,15.1,16,Rain,Medium
-0.39,63.6,12.34,8.27,10,Rain,High
23.57,94.2,9.93,13.96,12,Clear,Low
17.9,52.5,9.17,26.6,17,Cloudy,Medium
7.63,68.5,8.49,28.52,20,Clear,Low
32.41,58.6,9.88,11.39,16,Cloudy,Low
9.71,75.6,11.41,19.92,4,Clear,Low
15.39,50.9,10.6,10.5,22,Clear,Low
18.23,99.7,7.73,7.61,13,Cloudy,Low
7.56,34.6,12.72,1.95,19,Clear,Medium
20.65,95.9,10.97,12.78,14,Clear,Low
8.6,66.6,10.16,21.76,7,Rain,High
10.06,74.9,9.28,0.53,15,Clear,Low
31.35,89.0,10.5,9.42,20,Cloudy,Low
2.51,80.4,3.5,8.98,19,Snow,High
-13.95,51.9,9.72,14.22,22,Cloudy,Medium
34.33,75.8,13.92,14.36,1,Clear,Low
45.0,98.6,9.66,16.84,22,Heavy Rain,High
10.14,49.0,9.25,29.07,7,Rain,Medium
-8.24,100.0,7.21,4.17,21,Rain,Medium
11.27,71.9,10.48,3.67,12,Cloudy,Low
11.57,57.2,8.41,14.23,16,Heavy Rain,Medium
12.72,48.9,12.93,25.07,18,Cloudy,Medium
1.64,61.0,6.41,1.16,19,Cloudy,Low
21.95,29.8,7.64,14.98,7,Rain,Medium
21.29,57.5,7.2,10.19,15,Clear,Low
-2.93,60.3,14.5,19.69,13,Rain,Medium
23.39,45.7,8.43,17.65,7,Snow,High
39.63,78.5,7.36,12.44,0,Cloudy,High
17.06,61.1,2.73,16.39,19,Clear,High
10.95,53.6,6.27,6.08,10,Rain,Medium
13.3,59.1,10.58,19.2,5,Snow,Medium
22.38,71.4,10.57,24.48,8,Clear,Low
-5.77,66.3,7.05,12.9,10,Rain,Medium
16.97,52.4,7.21,8.33,23,Clear,Medium
10.31,67.3,14.58,10.69,8,Snow,High
37.17,64.1,15.0,19.11,3,Clear,Low
12.91,44.5,12.45,11.62,4,Rain,Medium
35.01,59.8,13.68,1.2,22,Rain,Medium
1.76,75.4,14.31,20.57,19,Cloudy,Medium
22.05,75.3,15.0,3.15,0,Fog,Medium
18.83,60.9,8.09,15.82,11,Fog,Medium
4.57,77.2,6.37,4.8,6,Cloudy,Low
17.13,47.4,14.5,12.97,12,Cloudy,Low
29.55,47.9,6.11,11.39,14,Rain,Medium
11.11,60.5,5.91,5.7,12,Clear,Low
-5.3,92.0,5.98,15.0,11,Clear,Medium
14.79,67.9,8.61,2.09,16,Clear,Low
4.17,60.0,3.05,12.76,17,Clear,Low
10.89,92.8,4.7,8.29,4,Rain,High
14.02,59.8,7.13,1.33,16,Cloudy,Medium
-5.47,100.0,5.41,2.59,12,Clear,Medium
-4.39,55.8,12.19,3.31,9,Fog,High
20.78,46.8,9.02,20.84,6,Clear,Low
8.73,62.0,10.73,19.52,13,Clear,Low
-15.78,60.5,10.4,31.75,23,Cloudy,Medium
24.42,50.5,8.38,7.39,11,Snow,Low
18.27,100.0,11.96,7.1,1,Snow,High
6.43,70.7,10.36,13.21,5,Clear,Low
-0.8,73.4,8.04,8.8,22,Heavy Rain,High
25.03,56.7,3.95,6.76,19,Cloudy,Medium
19.19,54.6,10.56,12.49,1,Rain,High
43.59,83.5,5.22,18.33,19,Cloudy,Medium
20.04,34.8,10.14,7.01,2,Clear,Low
19.65,44.4,9.24,6.85,7,Snow,Medium
13.0,60.5,4.92,0.63,21,Cloudy,Low
24.8,89.3,9.78,10.62,15,Cloudy,Low
22.5,58.3,9.57,15.89,15,Rain,Low
30.02,72.5,9.58,22.05,5,Cloudy,Low
8.74,65.5,9.44,8.1,7,Snow,Medium
9.78,88.3,7.04,12.96,2,Clear,Low
9.25,36.5,10.77,3.14,14,Clear,Low
24.49,78.2,6.94,4.26,11,Cloudy,Low
32.98,61.4,5.78,13.86,3,Clear,Low
9.49,81.6,11.02,0.23,7,Clear,Low
9.9,50.3,11.81,23.13,1,Clear,Low
18.77,65.4,10.82,16.71,1,Heavy Rain,High
12.05,63.2,8.38,3.86,1,Thunderstorm,High
26.42,47.0,3.18,1.34,7,Rain,Medium
-12.02,42.0,13.45,5.53,6,Heavy Rain,High
5.08,54.6,3.13,3.91,4,Snow,High
5.61,67.3,10.76,1.05,4,Heavy Rain,High
-12.84,51.4,15.0,0.66,22,Cloudy,Low
3.44,59.1,9.45,9.93,9,Clear,Low
4.02,31.1,9.87,18.59,12,Rain,Low
12.59,58.3,10.14,5.6,21,Fog,Medium
28.36,83.4,9.59,16.0,23,Fog,Medium
12.06,77.7,15.0,9.05,9,Clear,Low
2.63,63.4,6.47,17.51,18,Fog,Medium
14.32,69.4,6.09,4.92,9,Clear,Low
27.59,50.1,8.02,14.53,6,Cloudy,Low
3.29,94.2,14.22,13.08,2,Snow,Medium
4.07,100.0,7.27,24.26,8,Cloudy,Medium
21.7,68.0,10.29,17.03,23,Rain,Medium
12.34,100.0,12.21,14.3,4,Clear,Low
22.77,52.8,11.34,1.23,3,Thunderstorm,High
14.84,42.5,12.05,7.27,6,Clear,Low
23.42,52.2,13.25,4.8,8,Rain,Low
2.58,61.0,9.92,4.6,9,Clear,Low
14.85,100.0,7.63,12.14,22,Clear,Low
12.47,59.9,9.44,14.17,22,Clear,Low
0.41,49.5,7.98,14.52,10,Clear,Low
-3.76,48.8,15.0,23.35,21,Clear,Low
23.23,85.5,7.4,16.35,8,Clear,Medium
10.79,83.0,10.45,0.95,9,Fog,High
2.73,56.3,4.5,13.82,17,Clear,Medium
13.85,31.2,9.4,17.26,20,Rain,Low
28.54,44.7,8.14,23.36,0,Rain,Low
-12.37,96.0,11.03,10.61,14,Snow,High
-2.96,77.4,11.11,10.7,7,Cloudy,Medium
3.93,66.2,13.25,21.71,9,Clear,Medium
32.53,98.6,13.01,13.61,13,Clear,Low
18.39,100.0,8.8,2.39,12,Clear,Low
24.21,64.4,6.17,4.32,23,Cloudy,Medium
1.32,64.7,6.52,28.57,10,Rain,High
1.57,54.5,9.91,3.42,23,Heavy Rain,High
20.37,59.9,9.47,10.5,16,Heavy Rain,High
15.7,38.2,9.77,19.95,15,Snow,Medium
21.58,38.2,7.39,3.88,12,Clear,Low
12.75,34.0,13.31,2.27,8,Heavy Rain,High
18.34,84.5,4.58,0.78,14,Clear,Low
16.9,36.9,7.23,28.21,13,Fog,Medium
24.33,100.0,5.77,30.16,2,Cloudy,Medium
24.68,51.9,8.37,5.39,22,Rain,Medium
-4.44,96.3,12.74,17.22,21,Rain,High
-11.97,58.4,8.14,14.77,16,Cloudy,Medium
27.02,36.8,9.3,9.47,16,Cloudy,Medium
29.25,88.1,10.99,2.64,3,Fog,High
2.75,90.2,7.99,32.77,14,Cloudy,Low
-7.32,48.7,10.15,4.34,23,Heavy Rain,High
16.19,59.0,9.75,13.91,2,Cloudy,Low
26.17,48.7,5.61,6.17,21,Clear,Low
36.57,62.8,7.61,21.07,8,Cloudy,Low
21.2,66.9,10.06,19.61,5,Clear,Low
10.54,58.7,12.85,3.19,21,Cloudy,Low
4.28,32.3,12.84,4.89,15,Clear,Low
15.14,54.5,15.0,1.95,19,Heavy Rain,High
11.41,77.7,10.46,13.75,21,Rain,Low
2.82,61.2,7.76,18.4,0,Clear,Low
39.59,59.1,8.81,8.03,5,Rain,Medium
36.42,48.2,8.66,9.8,5,Thunderstorm,Low
28.63,54.0,7.78,29.17,22,Clear,Low
3.95,90.4,10.15,20.43,12,Cloudy,Low
25.26,44.5,10.29,24.13,4,Fog,High
22.68,78.0,5.48,8.18,16,Clear,Low
20.31,65.8,12.26,16.92,8,Fog,Medium
30.0,69.4,3.49,14.26,13,Thunderstorm,High
22.62,51.8,8.33,0.73,22,Cloudy,Medium
23.88,58.7,12.45,2.6,6,Cloudy,Low
22.64,64.9,10.82,10.03,22,Thunderstorm,Medium
19.09,55.6,7.93,0.08,17,Clear,Low
-6.4,71.0,14.91,4.81,0,Clear,Medium
16.0,73.2,7.68,7.85,9,Clear,Low
8.33,100.0,2.99,17.16,20,Heavy Rain,High
-0.36,70.0,10.36,5.64,20,Rain,Medium
35.18,30.6,3.66,7.97,16,Snow,High
35.75,85.9,6.51,21.22,16,Clear,Low
31.31,61.3,10.87,3.88,20,Cloudy,Low
18.06,100.0,7.62,14.05,3,Rain,Medium
31.21,91.5,10.74,15.5,11,Clear,Low
15.14,55.9,5.53,15.75,8,Fog,Low
17.43,78.0,11.58,7.49,23,Clear,Low
1.88,54.3,3.93,2.42,18,Clear,Medium
19.76,65.0,12.96,25.68,17,Clear,Low
15.72,77.2,7.57,4.29,2,Heavy Rain,Medium
-0.63,85.0,13.59,1.95,18,Rain,High
14.39,81.1,6.48,12.18,20,Fog,Medium
14.04,66.3,14.77,5.35,10,Rain,Low
36.57,100.0,6.13,21.46,20,Fog,Low
25.73,58.4,3.62,9.61,9,Cloudy,Medium
15.14,36.1,9.13,22.62,15,Fog,High
17.99,39.5,12.7,16.04,4,Snow,High
15.53,91.5,11.37,8.51,12,Cloudy,Low
12.57,63.6,12.49,22.03,1,Clear,Medium
2.01,67.9,11.43,6.14,2,Thunderstorm,Medium
13.19,55.2,6.54,9.12,21,Cloudy,Medium
6.05,56.9,11.3,16.76,16,Heavy Rain,High
-0.0,50.8,9.28,14.04,14,Cloudy,Low
21.13,73.5,6.87,5.94,9,Cloudy,High
19.7,63.2,9.54,1.83,13,Cloudy,Low
-6.44,72.8,8.83,11.83,16,Cloudy,High
13.53,71.1,13.25,5.46,8,Cloudy,Low
26.95,57.3,7.46,12.27,7,Heavy Rain,High
27.71,38.7,7.32,8.21,17,Cloudy,Medium
27.31,37.2,6.9,5.54,12,Cloudy,Low
15.47,100.0,14.69,9.59,9,Clear,Medium
4.86,91.6,7.07,11.34,10,Cloudy,Low
2.0,89.1,12.89,18.26,19,Clear,Medium
19.14,52.9,5.91,15.81,12,Heavy Rain,Medium
19.55,65.2,10.52,30.85,1,Heavy Rain,High
30.45,50.3,9.79,13.27,19,Clear,Low
28.2,41.4,12.7,5.94,5,Cloudy,Low
13.41,54.4,12.27,10.5,1,Clear,Medium
0.07,88.9,9.25,17.11,6,Thunderstorm,High
11.17,80.1,7.39,21.03,2,Clear,Low
17.61,47.5,13.87,24.07,0,Snow,High
12.58,59.3,7.09,2.85,16,Rain,Low
8.07,78.5,2.2,23.53,15,Thunderstorm,High
18.03,54.7,3.42,11.59,7,Rain,High
8.95,66.4,4.15,3.66,16,Rain,High
7.46,72.2,10.79,10.17,0,Cloudy,Medium
18.74,72.0,15.0,22.9,9,Cloudy,Low
10.18,69.6,2.88,16.12,13,Clear,Medium
17.93,53.2,6.65,1.09,19,Thunderstorm,Medium
18.28,55.1,9.27,1.16,6,Cloudy,Low
1.33,44.6,13.64,0.91,22,Rain,Medium
9.23,36.9,6.64,5.42,8,Clear,Low
32.25,62.9,10.77,12.7,17,Cloudy,Medium
1.06,79.7,8.25,1.86,4,Clear,Medium
-10.4,40.2,15.0,8.15,16,Clear,High
-7.34,69.9,9.43,24.62,13,Cloudy,Medium
15.35,79.1,10.07,26.56,10,Clear,Medium
15.37,31.9,9.25,25.95,6,Rain,Low
13.59,60.1,7.76,4.15,13,Cloudy,Medium
29.57,94.6,11.85,27.06,9,Cloudy,High
-17.07,74.9,5.52,12.83,6,Rain,Medium
19.75,31.3,2.99,12.7,12,Rain,Medium
33.74,76.9,8.55,21.26,5,Cloudy,Low
1.47,51.5,11.45,18.33,15,Fog,Medium
10.44,77.4,7.26,4.82,0,Cloudy,Low
5.97,52.6,9.56,6.49,5,Rain,Low
4.27,64.0,5.34,8.71,11,Heavy Rain,Medium
11.08,55.3,12.19,0.03,3,Clear,Low
32.13,65.1,10.96,20.97,5,Cloudy,Low
37.05,54.8,9.06,24.95,10,Clear,Low
10.97,61.0,9.51,11.9,11,Cloudy,Low
37.86,43.8,4.82,14.69,8,Clear,High
15.43,73.8,4.95,11.9,19,Heavy Rain,High
36.04,68.2,8.63,12.89,12,Clear,Low
13.88,35.9,10.54,22.06,8,Clear,Low
16.57,82.9,10.69,3.89,12,Clear,Low
19.39,61.8,7.91,16.37,7,Heavy Rain,Medium
45.0,67.9,11.24,12.11,1,Clear,Medium
25.22,78.8,13.26,5.58,10,Rain,Medium
6.51,70.9,8.73,7.47,8,Clear,Low
26.63,86.0,9.93,28.49,11,Clear,Low
10.66,59.7,8.38,0.05,12,Heavy Rain,Medium
9.12,83.6,8.62,10.48,6,Rain,Medium
25.9,67.2,9.51,26.67,10,Rain,High
15.37,74.1,14.11,0.57,14,Fog,Low
18.34,72.3,11.75,7.89,5,Snow,Medium
15.17,87.3,11.48,12.38,0,Snow,High
19.04,78.0,7.64,15.71,4,Clear,Low
20.1,57.0,6.31,11.28,11,Clear,Low
-8.24,53.5,10.17,3.94,16,Thunderstorm,High
23.0,64.1,12.73,16.03,15,Cloudy,Low
3.22,51.3,14.17,11.09,18,Cloudy,High
-2.31,46.1,1.64,17.65,11,Cloudy,Medium
14.3,26.7,15.0,20.31,21,Rain,Medium
16.01,37.1,10.25,1.38,23,Rain,Medium
6.68,100.0,11.73,21.3,0,Clear,Low
24.97,53.2,3.78,9.71,3,Clear,Medium
-1.11,99.3,8.29,19.43,9,Clear,Medium
10.12,72.3,11.47,16.44,10,Snow,High
7.98,64.1,5.48,28.69,4,Cloudy,High
14.44,38.0,0.34,12.06,7,Snow,High
18.35,65.1,10.01,8.37,1,Cloudy,Low
2.91,99.1,8.85,7.38,21,Fog,High
23.69,93.0,13.32,2.67,18,Fog,High
15.76,69.9,8.52,19.27,4,Cloudy,Low
-7.7,44.3,8.74,2.09,9,Cloudy,High
-8.5,47.8,11.09,19.19,12,Rain,High
14.85,49.7,12.1,9.99,10,Clear,Low
12.35,88.0,6.87,3.87,10,Clear,Low
13.76,94.4,11.83,25.39,13,Rain,Low
14.66,68.5,7.43,18.38,22,Fog,Low
17.71,59.5,9.05,11.26,12,Clear,Low
26.37,92.9,11.01,14.11,13,Cloudy,Low
1.67,47.4,11.54,8.75,6,Snow,Medium
0.94,65.9,9.95,15.97,11,Clear,Low
1.88,73.3,5.76,5.97,16,Fog,High
18.47,49.5,3.39,9.76,14,Clear,Low
29.94,53.6,8.44,24.09,11,Clear,Low
9.82,52.2,11.91,13.28,17,Clear,Low
-15.02,90.5,10.35,8.84,5,Clear,Low
-5.45,99.5,9.73,10.47,0,Clear,Medium
5.0,67.1,8.98,27.98,7,Rain,Medium
8.31,60.2,9.93,15.64,5,Clear,Low
10.1,54.2,6.02,4.05,21,Fog,Medium
15.46,65.0,11.34,7.61,5,Cloudy,Low
11.26,55.1,11.54,1.29,21,Cloudy,Low
27.59,63.3,7.93,7.93,9,Rain,High
6.89,72.4,10.31,26.47,17,Clear,Low
4.65,57.7,3.85,10.5,13,Rain,Medium
20.75,61.6,9.54,0.03,0,Clear,Low
-3.43,61.7,8.6,15.88,21,Snow,High
19.68,59.3,12.78,8.47,11,Cloudy,Low
16.23,57.1,8.4,17.05,13,Clear,Medium
13.23,78.7,11.61,9.82,6,Rain,Low
34.06,33.1,7.83,25.01,4,Clear,Low
7.53,93.3,2.14,3.8,0,Thunderstorm,High
39.72,67.4,8.32,1.51,12,Cloudy,Low
12.29,76.0,9.59,20.44,7,Cloudy,Medium
-0.32,78.1,9.45,6.03,10,Clear,Low
15.84,52.3,9.5,10.45,23,Cloudy,Medium
2.09,48.5,7.48,19.21,15,Heavy Rain,High
5.98,46.4,8.03,7.75,17,Cloudy,Medium
19.76,60.6,5.62,12.58,15,Rain,Medium
21.67,77.6,3.01,1.46,4,Clear,Medium
7.53,54.5,8.68,4.6,15,Snow,Medium
26.85,75.9,6.76,2.41,21,Cloudy,Low
28.89,22.4,12.24,10.35,23,Cloudy,Low
32.24,58.1,2.45,5.65,1,Clear,Low
21.35,86.0,9.87,21.96,0,Clear,Low
31.36,61.9,15.0,12.74,23,Cloudy,Medium
-7.57,50.1,8.45,7.6,18,Snow,High
11.19,53.2,8.99,0.21,0,Cloudy,Medium
4.6,10.5,10.28,14.02,20,Clear,Low
16.43,46.8,10.51,30.53,22,Rain,Medium
8.14,84.0,7.77,5.67,5,Cloudy,Low
13.01,54.5,5.98,6.73,5,Clear,Low
37.59,56.6,10.96,2.45,18,Rain,Medium
12.96,23.0,3.28,22.66,7,Clear,Medium
19.97,35.6,11.5,20.34,2,Rain,High
12.21,86.4,7.82,7.98,16,Rain,High
15.91,76.1,9.01,6.61,13,Clear,Low
15.07,41.6,7.42,3.51,6,Rain,Medium
20.38,53.6,13.29,9.4,7,Clear,Low
28.98,64.5,9.75,21.18,11,Snow,Medium
34.77,43.5,8.03,12.37,5,Clear,Low
18.72,28.9,7.95,23.59,1,Clear,Medium
22.07,62.1,8.56,5.52,15,Clear,Low
1.19,75.3,15.0,8.81,7,Cloudy,High
13.95,75.7,5.05,35.45,9,Clear,Low
26.28,80.8,12.25,13.93,7,Cloudy,Low
25.39,37.0,10.7,19.01,3,Snow,High
17.54,66.0,13.62,4.91,13,Clear,Low
25.64,60.2,10.89,0.26,14,Clear,Low
20.89,63.4,9.01,13.39,12,Clear,Low
29.4,61.2,12.06,5.93,12,Rain,Low
18.47,53.1,9.69,9.6,17,Rain,Low
10.73,10.7,11.26,21.2,1,Snow,High
19.03,85.9,13.28,16.04,18,Rain,Medium
-20.0,70.9,9.28,14.29,19,Rain,Medium
19.59,38.3,7.73,27.69,3,Clear,Medium
-20.0,73.5,7.07,15.38,23,Snow,High
-5.68,56.9,10.35,5.14,10,Clear,Low
20.42,57.5,6.37,10.66,8,Rain,High
20.73,51.2,7.95,29.33,7,Snow,High
1.05,74.7,6.1,9.22,23,Clear,Medium
6.45,50.6,10.53,28.78,13,Clear,Low
31.45,45.3,6.74,21.21,23,Clear,Low
9.19,85.4,5.14,8.32,17,Snow,High
41.92,61.8,5.67,2.28,11,Cloudy,Low
14.98,62.3,7.29,15.06,0,Cloudy,Medium
19.9,77.5,7.56,23.43,22,Cloudy,Low
34.4,53.0,9.75,2.21,5,Rain,Low
16.57,56.6,8.52,13.08,18,Rain,Medium
2.97,70.5,10.11,6.37,3,Rain,Medium
13.68,37.3,10.35,8.94,20,Fog,Medium
14.57,69.0,11.22,2.89,0,Clear,Medium
-1.38,51.4,3.28,17.06,2,Clear,High
11.93,80.4,5.62,5.8,7,Rain,Medium
6.09,74.8,10.66,22.42,18,Clear,Low
26.09,72.5,9.63,7.14,23,Rain,Medium
15.42,36.1,11.93,6.32,5,Thunderstorm,High
11.61,63.1,4.37,2.54,13,Cloudy,Low
13.73,43.8,7.57,15.52,17,Clear,Medium
17.68,64.3,8.11,16.43,21,Thunderstorm,Medium
22.4,23.3,9.5,20.46,5,Cloudy,Low
3.0,37.3,9.11,17.9,2,Clear,Medium
2.5,86.4,10.41,15.61,18,Cloudy,Medium
28.26,71.6,8.66,17.36,0,Clear,Low
10.05,58.6,13.12,18.27,21,Clear,Low
-2.0,48.6,14.07,20.17,9,Clear,Medium
20.33,45.5,5.65,1.75,12,Cloudy,Low
20.56,68.6,9.14,7.84,11,Cloudy,Low
-3.37,58.8,11.39,2.61,10,Rain,High
17.75,92.8,10.76,14.99,0,Cloudy,Low
23.83,61.7,7.78,26.67,3,Snow,Medium
19.49,66.1,9.76,20.07,8,Snow,High
22.58,40.0,4.25,6.54,5,Clear,Low
-1.85,58.5,8.94,16.55,19,Clear,Medium
18.97,68.2,4.62,15.14,23,Rain,Medium
11.37,58.3,10.52,14.1,4,Clear,Low
9.21,56.3,5.65,0.27,17,Cloudy,Low
25.45,70.9,9.49,23.84,12,Clear,Low
32.75,92.3,9.96,1.4,18,Cloudy,Low
36.53,67.6,9.23,8.7,18,Cloudy,Low
30.78,85.6,7.1,20.63,19,Snow,High
13.68,76.2,8.37,8.64,23,Rain,Low
19.23,84.5,12.54,12.71,14,Cloudy,Low
24.2,54.0,7.73,13.08,22,Cloudy,Low
16.45,61.3,9.06,12.59,10,Cloudy,Low
16.57,61.4,7.33,13.04,1,Clear,Low
24.89,74.8,12.06,13.93,8,Heavy Rain,High
14.29,79.3,9.23,12.67,16,Cloudy,Low
6.25,67.3,6.71,3.94,0,Rain,Medium
10.03,80.8,9.02,1.95,19,Clear,Low
22.61,54.9,8.28,20.98,19,Clear,Medium
15.04,80.9,13.18,21.39,5,Rain,Medium
19.08,83.3,8.87,15.04,20,Heavy Rain,Medium
23.04,77.2,4.85,14.96,18,Cloudy,High
10.5,67.4,10.5,3.76,8,Fog,High
24.07,77.8,14.36,9.95,22,Snow,Low
19.55,48.9,12.59,9.76,12,Cloudy,Low
0.18,68.6,5.69,5.08,10,Rain,High
32.31,70.4,8.19,13.66,13,Rain,Low
8.99,41.1,8.91,23.74,23,Clear,Low
-4.86,73.5,8.94,6.45,15,Clear,Low
2.46,42.5,10.14,6.97,12,Heavy Rain,High
2.75,57.3,7.97,2.95,15,Cloudy,Medium
15.63,65.7,6.25,12.4,17,Snow,High
11.71,51.8,11.86,11.7,4,Cloudy,Low
10.96,66.5,5.63,2.83,12,Clear,Low
22.44,66.2,6.59,20.21,16,Clear,Medium
19.08,50.2,5.61,36.32,4,Clear,Low
18.79,75.2,10.84,22.71,18,Rain,Medium
19.92,51.2,9.32,11.0,0,Clear,Low
22.39,100.0,11.65,10.9,0,Snow,High
-10.3,63.0,6.64,7.38,9,Rain,High
10.63,43.9,5.24,7.19,14,Cloudy,Low
-11.16,47.3,7.67,20.62,2,Cloudy,High
15.43,85.7,8.45,21.02,10,Fog,Low
14.94,57.6,9.63,1.47,4,Clear,Medium
27.55,40.5,3.95,15.3,21,Cloudy,Low
29.25,80.4,10.44,22.0,17,Cloudy,High
17.43,57.5,6.32,8.85,22,Thunderstorm,Low
9.0,76.8,7.06,10.1,8,Thunderstorm,High
20.82,81.8,12.52,18.26,14,Snow,Low
8.66,69.9,2.45,18.52,8,Cloudy,High
14.98,100.0,9.97,15.86,9,Fog,Medium
26.83,34.0,9.96,14.29,13,Cloudy,Low
8.31,50.3,6.54,15.5,22,Rain,Low
24.67,60.4,7.66,9.5,20,Fog,High
23.13,100.0,12.66,1.94,6,Clear,Low
3.54,97.4,14.89,2.01,7,Snow,High
26.69,88.2,12.19,17.36,11,Cloudy,Low
23.38,50.7,14.66,12.97,18,Snow,High
16.22,52.8,6.93,16.1,8,Cloudy,Low
5.85,50.1,4.26,4.54,1,Clear,Medium
4.69,50.9,8.84,12.92,3,Heavy Rain,High
8.55,91.9,11.41,12.71,9,Clear,Low
21.51,60.6,3.44,23.51,21,Clear,Low
3.53,63.0,6.22,19.67,16,Clear,Medium
20.25,78.9,6.55,5.34,6,Snow,Medium
0.1,35.1,10.07,16.54,14,Snow,Medium
12.55,65.9,9.68,5.28,19,Cloudy,Low
16.32,45.3,6.67,11.52,6,Clear,Low
44.34,59.7,9.54,27.53,18,Cloudy,Medium
-1.53,54.4,5.57,8.63,15,Clear,Low
32.66,53.5,7.72,21.36,16,Clear,Medium
16.8,69.1,5.21,6.05,3,Snow,High
19.93,69.0,8.55,4.73,2,Clear,Medium
16.42,61.0,6.6,7.08,10,Clear,Medium
20.34,71.7,11.07,14.27,9,Clear,Medium
13.16,49.4,8.92,13.59,7,Fog,High
32.45,77.3,8.32,16.48,22,Cloudy,Low
9.52,61.3,14.3,7.53,5,Rain,Low
28.59,56.3,10.15,12.36,8,Clear,Low
